iter	Passed	Remaining
511	19510	56700
512	19564	56709
513	19616	56711
514	19667	56712
515	19731	56747
516	19788	56762
517	19853	56800
518	19927	56864
519	19983	56875
520	20047	56910
521	20120	56969
522	20175	56977
523	20290	57152
524	20413	57352
525	20469	57360
526	20526	57372
527	20579	57373
528	20628	57360
529	20689	57384
530	20739	57375
531	20790	57369
532	20842	57366
533	20891	57353
534	20941	57343
535	20997	57350
536	21042	57328
537	21093	57321
538	21138	57297
539	21193	57301
540	21270	57364
541	21322	57357
542	21375	57355
543	21440	57385
544	21508	57421
545	21563	57424
546	21641	57487
547	21707	57516
548	21769	57535
549	21823	57534
550	21882	57546
551	21956	57596
552	22019	57617
553	22079	57628
554	22132	57623
555	22183	57612
556	22250	57642
557	22316	57671
558	22379	57689
559	22431	57682
560	22484	57673
561	22534	57660
562	22575	57620
563	22624	57602
564	22665	57567
565	22709	57535
566	22756	57512
567	22803	57491
568	22855	57479
569	22893	57434
570	22937	57404
571	22985	57383
572	23024	57341
573	23074	57325
574	23117	57292
575	23157	57249
576	23205	57230
577	23248	57195
578	23286	57150
579	23330	57118
580	23369	57075
581	23407	57030
582	23442	56977
583	23479	56930
584	23516	56881
585	23555	56839
586	23593	56794
587	23629	56742
588	23667	56696
589	23705	56652
590	23741	56603
591	23777	56553
592	23814	56503
593	23852	56460
594	23892	56418
595	23934	56382
596	23968	56328
597	24007	56285
598	24046	56241
599	24083	56195
600	24123	56154
601	24156	56096
602	24203	56073
603	24254	56057
604	24303	56039
605	24347	56008
606	24393	55980
607	24438	55950
608	24478	55911
609	24516	55866
610	24558	55829
611	24597	55787
612	24642	55756
613	24691	55737
614	24738	55711
615	24788	55694
616	24831	55659
617	24871	55618
618	24915	55586
619	24954	55543
620	24997	55508
621	25034	55461
622	25071	55413
623	25106	55362
624	25143	55316
625	25180	55268
626	25218	55222
627	25263	55193
628	25301	55147
629	25371	55172
630	25428	55167
631	25474	55140
632	25510	55091
633	25552	55054
634	25588	55004
635	25625	54957
636	25664	54915
637	25700	54866
638	25742	54827
639	25778	54779
640	25815	54732
641	25852	54684
642	25888	54636
643	25939	54617
644	25981	54580
645	26017	54531
646	26062	54501
647	26107	54470
648	26150	54436
649	26185	54384
650	26224	54343
651	26268	54309
652	26310	54273
653	26357	54246
654	26400	54212
655	26444	54179
656	26481	54131
657	26521	54091
658	26561	54049
659	26595	53997
660	26630	53945
661	26665	53895
662	26700	53844
663	26743	53809
664	26779	53761
665	26815	53711
666	26849	53658
667	26885	53610
668	26928	53576
669	26965	53528
670	27002	53481
671	27039	53435
672	27073	53383
673	27116	53348
674	27151	53298
675	27185	53245
676	27218	53190
677	27253	53139
678	27288	53089
679	27329	53051
680	27366	53005
681	27399	52951
682	27434	52901
683	27468	52848
684	27503	52799
685	27547	52766
686	27583	52716
687	27616	52664
688	27654	52619
689	27689	52570
690	27735	52541
691	27773	52496
692	27809	52448
693	27847	52403
694	27881	52352
695	27923	52317
696	27961	52272
697	27997	52223
698	28030	52170
699	28064	52120
700	28107	52085
701	28143	52037
702	28180	51990
703	28215	51942
704	28250	51892
705	28295	51861
706	28331	51815
707	28368	51767
708	28403	51719
709	28437	51668
710	28484	51640
711	28523	51599
712	28556	51546
713	28590	51494
714	28627	51450
715	28669	51413
716	28707	51369
717	28739	51315
718	28776	51270
719	28811	51220
720	28854	51186
721	28890	51139
722	28925	51089
723	28959	51039
724	28994	50991
725	29037	50955
726	29075	50912
727	29109	50861
728	29144	50813
729	29183	50770
730	29225	50734
731	29265	50695
732	29315	50671
733	29370	50657
734	29421	50637
735	29471	50613
736	29519	50586
737	29564	50555
738	29607	50521
739	29652	50490
740	29698	50460
741	29750	50439
742	29798	50413
743	29836	50368
744	29873	50324
745	29942	50332
746	29990	50304
747	30030	50265
748	30064	50213
749	30098	50163
750	30133	50115
751	30174	50076
752	30208	50026
753	30250	49988
754	30292	49952
755	30336	49918
756	30384	49891
757	30423	49849
758	30489	49852
759	30524	49803
760	30586	49797
761	30625	49756
762	30690	49756
763	30742	49735
764	30782	49695
765	30818	49648
766	30855	49601
767	30892	49556
768	30928	49510
769	30972	49476
770	31012	49435
771	31061	49408
772	31099	49364
773	31132	49313
774	31189	49299
775	31228	49257
776	31265	49211
777	31311	49180
778	31355	49145
779	31397	49109
780	31439	49072
781	31484	49038
782	31524	48997
783	31570	48966
784	31612	48929
785	31662	48904
786	31710	48874
787	31761	48851
788	31810	48824
789	31861	48801
790	31910	48773
791	31963	48752
792	32007	48718
793	32050	48681
794	32095	48648
795	32149	48628
796	32195	48596
797	32241	48563
798	32288	48533
799	32337	48506
800	32377	48464
801	32418	48425
802	32463	48392
803	32510	48361
804	32557	48330
805	32600	48293
806	32643	48256
807	32689	48225
808	32743	48204
809	32786	48168
810	32833	48137
811	32875	48098
812	32925	48072
813	32971	48038
814	33015	48003
815	33049	47953
816	33085	47907
817	33130	47873
818	33172	47834
819	33222	47808
820	33264	47769
821	33315	47744
822	33362	47712
823	33405	47676
824	33448	47638
825	33490	47600
826	33530	47559
827	33578	47529
828	33621	47491
829	33666	47456
830	33710	47421
831	33763	47398
832	33815	47373
833	33859	47338
834	33903	47301
835	33953	47274
836	33995	47236
837	34041	47203
838	34091	47174
839	34142	47149
840	34193	47123
841	34238	47088
842	34285	47056
843	34334	47026
844	34382	46996
845	34437	46974
846	34485	46944
847	34546	46931
848	34605	46914
849	34664	46898
850	34734	46897
851	34792	46880
852	34837	46845
853	34889	46819
854	34945	46798
855	34998	46773
856	35044	46739
857	35088	46702
858	35136	46671
859	35177	46630
860	35217	46589
861	35259	46548
862	35302	46510
863	35348	46476
864	35388	46434
865	35428	46392
866	35469	46351
867	35514	46315
868	35571	46295
869	35627	46274
870	35688	46259
871	35742	46235
872	35794	46208
873	35846	46181
874	35898	46154
875	35952	46130
876	36005	46104
877	36061	46083
878	36106	46046
879	36146	46005
880	36190	45966
881	36232	45926
882	36271	45883
883	36309	45839
884	36350	45797
885	36401	45768
886	36450	45737
887	36493	45698
888	36536	45660
889	36587	45631
890	36628	45590
891	36669	45549
892	36710	45507
893	36749	45463
894	36798	45432
895	36835	45386
896	36878	45348
897	36919	45306
898	36964	45270
899	37010	45235
900	37054	45197
901	37095	45156
902	37143	45123
903	37192	45092
904	37230	45047
905	37271	45004
906	37310	44961
907	37354	44924
908	37401	44890
909	37447	44854
910	37493	44819
911	37537	44781
912	37581	44743
913	37627	44708
914	37678	44679
915	37725	44644
916	37773	44610
917	37823	44580
918	37882	44559
919	37935	44533
920	37984	44501
921	38033	44468
922	38086	44441
923	38135	44409
924	38185	44378
925	38235	44346
926	38292	44323
927	38342	44292
928	38388	44256
929	38438	44224
930	38487	44192
931	38537	44161
932	38580	44121
933	38631	44090
934	38682	44060
935	38727	44023
936	38772	43986
937	38814	43945
938	38861	43910
939	38897	43863
940	38935	43818
941	38971	43770
942	39006	43722
943	39051	43684
944	39090	43640
945	39124	43590
946	39156	43539
947	39191	43490
948	39232	43449
949	39275	43409
950	39317	43369
951	39356	43325
952	39404	43290
953	39441	43245
954	39486	43207
955	39525	43163
956	39564	43119
957	39603	43076
958	39645	43035
959	39690	42998
960	39729	42954
961	39766	42908
962	39802	42860
963	39838	42813
964	39882	42775
965	39918	42728
966	39954	42681
967	39990	42634
968	40028	42590
969	40072	42551
970	40108	42504
971	40144	42457
972	40179	42409
973	40225	42372
974	40272	42337
975	40311	42293
976	40348	42248
977	40384	42201
978	40419	42153
979	40458	42109
980	40493	42062
981	40528	42014
982	40564	41967
983	40600	41921
984	40641	41879
985	40675	41830
986	40713	41785
987	40750	41740
988	40785	41692
989	40827	41652
990	40864	41606
991	40899	41559
992	40935	41512
993	40970	41465
994	41005	41418
995	41048	41377
996	41086	41333
997	41122	41287
998	41159	41241
999	41202	41202
1000	41243	41160
1001	41279	41114
1002	41318	41070
1003	41354	41025
1004	41388	40976
1005	41430	40936
1006	41464	40888
1007	41501	40842
1008	41536	40795
1009	41573	40750
1010	41618	40712
1011	41656	40668
1012	41691	40621
1013	41726	40574
1014	41763	40529
1015	41807	40490
1016	41842	40443
1017	41876	40395
1018	41909	40346
1019	41944	40299
1020	41987	40260
1021	42022	40213
1022	42059	40167
1023	42102	40128
1024	42141	40086
1025	42198	40059
1026	42247	40025
1027	42298	39994
1028	42359	39971
1029	42408	39938
1030	42451	39898
1031	42494	39859
1032	42534	39816
1033	42576	39776
1034	42626	39743
1035	42681	39715
1036	42731	39682
1037	42770	39638
1038	42814	39600
1039	42852	39556
1040	42889	39511
1041	42924	39463
1042	42960	39418
1043	43004	39379
1044	43041	39334
1045	43081	39291
1046	43118	39247
1047	43156	39202
1048	43203	39167
1049	43239	39121
1050	43275	39075
1051	43312	39030
1052	43347	38983
1053	43386	38941
1054	43427	38899
1055	43462	38853
1056	43497	38806
1057	43533	38760
1058	43577	38721
1059	43616	38679
1060	43651	38632
1061	43689	38588
1062	43725	38542
1063	43768	38503
1064	43805	38457
1065	43840	38411
1066	43875	38364
1067	43909	38318
1068	43951	38277
1069	43986	38231
1070	44025	38188
1071	44060	38141
1072	44097	38096
1073	44140	38057
1074	44177	38013
1075	44213	37967
1076	44249	37922
1077	44283	37875
1078	44325	37834
1079	44360	37788
1080	44396	37743
1081	44430	37696
1082	44468	37652
1083	44509	37610
1084	44546	37566
1085	44582	37521
1086	44619	37476
1087	44655	37431
1088	44697	37391
1089	44732	37345
1090	44769	37300
1091	44806	37256
1092	44839	37208
1093	44885	37171
1094	44921	37126
1095	44958	37082
1096	44994	37037
1097	45030	36992
1098	45073	36953
1099	45108	36907
1100	45146	36863
1101	45180	36816
1102	45215	36770
1103	45252	36726
1104	45295	36687
1105	45332	36643
1106	45368	36597
1107	45404	36552
1108	45442	36509
1109	45483	36468
1110	45521	36425
1111	45557	36380
1112	45595	36337
1113	45631	36291
1114	45675	36253
1115	45710	36207
1116	45745	36161
1117	45780	36116
1118	45821	36075
1119	45864	36036
1120	45898	35990
1121	45936	35947
1122	45973	35902
1123	46010	35858
1124	46051	35817
1125	46088	35774
1126	46121	35726
1127	46158	35683
1128	46193	35637
1129	46238	35599
1130	46276	35556
1131	46312	35511
1132	46349	35467
1133	46384	35422
1134	46431	35385
1135	46471	35344
1136	46507	35299
1137	46544	35256
1138	46577	35208
1139	46619	35169
1140	46655	35124
1141	46691	35080
1142	46727	35035
1143	46762	34989
1144	46805	34950
1145	46845	34909
1146	46881	34865
1147	46919	34821
1148	46955	34777
1149	47001	34739
1150	47038	34696
1151	47071	34650
1152	47107	34605
1153	47144	34561
1154	47189	34523
1155	47226	34480
1156	47261	34435
1157	47296	34390
1158	47334	34347
1159	47379	34309
1160	47418	34267
1161	47470	34234
1162	47530	34207
1163	47592	34181
1164	47646	34150
1165	47725	34136
1166	47781	34106
1167	47860	34092
1168	47914	34060
1169	47983	34039
1170	48047	34014
1171	48102	33983
1172	48163	33957
1173	48214	33922
1174	48259	33883
1175	48307	33847
1176	48361	33815
1177	48410	33780
1178	48459	33745
1179	48507	33708
1180	48560	33676
1181	48607	33638
1182	48662	33607
1183	48712	33571
1184	48796	33560
1185	48850	33528
1186	48911	33500
1187	48965	33468
1188	49023	33438
1189	49081	33408
1190	49136	33376
1191	49186	33341
1192	49229	33300
1193	49279	33265
1194	49322	33225
1195	49377	33193
1196	49450	33173
1197	49512	33145
1198	49582	33123
1199	49654	33103
1200	49732	33086
1201	49802	33063
1202	49873	33041
1203	49944	33019
1204	50014	32997
1205	50075	32968
1206	50157	32953
1207	50227	32930
1208	50293	32905
1209	50355	32876
1210	50423	32852
1211	50501	32834
1212	50572	32811
1213	50649	32793
1214	50716	32767
1215	50784	32742
1216	50848	32715
1217	50902	32681
1218	50964	32652
1219	51021	32620
1220	51093	32597
1221	51143	32560
1222	51183	32518
1223	51220	32473
1224	51264	32432
1225	51299	32386
1226	51333	32339
1227	51370	32295
1228	51409	32250
1229	51453	32211
1230	51492	32166
1231	51528	32121
1232	51564	32076
1233	51613	32038
1234	51682	32013
1235	51739	31981
1236	51784	31941
1237	51828	31900
1238	51874	31861
1239	51915	31819
1240	51950	31773
1241	51993	31732
1242	52033	31689
1243	52088	31654
1244	52130	31613
1245	52183	31578
1246	52243	31547
1247	52311	31521
1248	52400	31507
1249	52482	31489
1250	52558	31468
1251	52603	31427
1252	52643	31384
1253	52690	31345
1254	52741	31308
1255	52782	31266
1256	52821	31222
1257	52859	31177
1258	52898	31134
1259	52937	31090
1260	52971	31043
1261	53013	31001
1262	53051	30957
1263	53090	30913
1264	53135	30873
1265	53171	30827
1266	53207	30782
1267	53246	30738
1268	53284	30694
1269	53327	30652
1270	53366	30609
1271	53405	30565
1272	53445	30522
1273	53483	30478
1274	53525	30436
1275	53568	30394
1276	53608	30351
1277	53650	30309
1278	53690	30266
1279	53733	30225
1280	53773	30181
1281	53811	30137
1282	53852	30095
1283	53890	30050
1284	53941	30014
1285	53985	29973
1286	54028	29931
1287	54072	29890
1288	54114	29849
1289	54154	29806
1290	54191	29761
1291	54228	29716
1292	54267	29672
1293	54312	29632
1294	54349	29587
1295	54386	29543
1296	54439	29507
1297	54482	29465
1298	54525	29424
1299	54571	29384
1300	54610	29341
1301	54655	29300
1302	54703	29261
1303	54742	29218
1304	54779	29173
1305	54814	29128
1306	54855	29085
1307	54900	29045
1308	54937	29000
1309	54975	28956
1310	55011	28911
1311	55054	28870
1312	55100	28830
1313	55140	28787
1314	55179	28743
1315	55219	28700
1316	55259	28657
1317	55303	28616
1318	55345	28574
1319	55385	28531
1320	55426	28489
1321	55472	28449
1322	55518	28409
1323	55562	28368
1324	55605	28327
1325	55641	28282
1326	55678	28237
1327	55722	28197
1328	55758	28151
1329	55794	28106
1330	55829	28061
1331	55864	28016
1332	55906	27974
1333	55944	27930
1334	55980	27885
1335	56016	27840
1336	56052	27795
1337	56101	27757
1338	56138	27712
1339	56172	27667
1340	56209	27622
1341	56253	27581
1342	56297	27540
1343	56334	27496
1344	56371	27452
1345	56406	27407
1346	56444	27363
1347	56487	27321
1348	56524	27277
1349	56562	27233
1350	56600	27189
1351	56639	27146
1352	56681	27105
1353	56720	27061
1354	56756	27016
1355	56793	26972
1356	56827	26927
1357	56868	26885
1358	56906	26841
1359	56946	26798
1360	56982	26753
1361	57020	26710
1362	57061	26667
1363	57097	26622
1364	57135	26579
1365	57175	26536
1366	57216	26494
1367	57269	26457
1368	57308	26414
1369	57347	26371
1370	57385	26327
1371	57423	26284
1372	57469	26244
1373	57506	26200
1374	57548	26158
1375	57585	26114
1376	57620	26069
1377	57671	26031
1378	57725	25995
1379	57780	25959
1380	57822	25917
1381	57858	25873
1382	57892	25827
1383	57944	25790
1384	57985	25748
1385	58031	25708
1386	58072	25665
1387	58111	25622
1388	58156	25582
1389	58199	25541
1390	58244	25500
1391	58281	25456
1392	58323	25414
1393	58362	25371
1394	58401	25328
1395	58440	25285
1396	58486	25245
1397	58535	25206
1398	58574	25163
1399	58616	25121
1400	58660	25080
1401	58700	25037
1402	58742	24995
1403	58783	24953
1404	58824	24911
1405	58872	24871
1406	58919	24832
1407	58965	24792
1408	59009	24751
1409	59046	24707
1410	59085	24664
1411	59129	24623
1412	59166	24579
1413	59202	24535
1414	59240	24491
1415	59281	24449
1416	59327	24409
1417	59365	24365
1418	59402	24321
1419	59436	24277
1420	59473	24233
1421	59519	24192
1422	59555	24148
1423	59590	24104
1424	59626	24059
1425	59662	24015
1426	59704	23974
1427	59743	23930
1428	59781	23887
1429	59816	23842
1430	59852	23798
1431	59897	23758
1432	59933	23714
1433	59971	23670
1434	60006	23626
1435	60041	23581
1436	60083	23539
1437	60119	23496
1438	60158	23452
1439	60194	23408
1440	60230	23364
1441	60273	23323
1442	60310	23279
1443	60349	23236
1444	60386	23193
1445	60420	23148
1446	60462	23106
1447	60498	23062
1448	60531	23017
1449	60565	22973
1450	60600	22928
1451	60640	22886
1452	60676	22842
1453	60710	22797
1454	60749	22754
1455	60785	22711
1456	60828	22669
1457	60868	22627
1458	60909	22585
1459	60952	22544
1460	60991	22501
1461	61031	22459
1462	61068	22415
1463	61106	22372
1464	61142	22328
1465	61176	22283
1466	61217	22242
1467	61254	22198
1468	61291	22155
1469	61331	22112
1470	61368	22069
1471	61410	22027
1472	61446	21984
1473	61484	21940
1474	61520	21897
1475	61557	21853
1476	61599	21812
1477	61635	21768
1478	61671	21724
1479	61705	21680
1480	61743	21637
1481	61782	21594
1482	61818	21550
1483	61858	21508
1484	61895	21465
1485	61931	21421
1486	61974	21380
1487	62009	21336
1488	62047	21293
1489	62082	21249
1490	62117	21205
1491	62159	21164
1492	62195	21120
1493	62232	21077
1494	62267	21033
1495	62305	20990
1496	62347	20949
1497	62389	20907
1498	62426	20864
1499	62465	20821
1500	62502	20778
1501	62541	20736
1502	62577	20692
1503	62610	20648
1504	62646	20604
1505	62680	20560
1506	62718	20517
1507	62755	20474
1508	62792	20431
1509	62827	20387
1510	62864	20344
1511	62904	20302
1512	62950	20262
1513	62986	20219
1514	63022	20175
1515	63059	20132
1516	63095	20088
1517	63135	20047
1518	63172	20003
1519	63207	19960
1520	63247	19918
1521	63284	19875
1522	63324	19833
1523	63359	19789
1524	63395	19746
1525	63437	19704
1526	63474	19661
1527	63515	19620
1528	63551	19576
1529	63585	19532
1530	63620	19489
1531	63656	19446
1532	63698	19404
1533	63733	19361
1534	63770	19318
1535	63805	19274
1536	63843	19231
1537	63885	19190
1538	63924	19148
1539	63962	19105
1540	63997	19062
1541	64031	19018
1542	64073	18977
1543	64109	18933
1544	64144	18890
1545	64181	18847
1546	64218	18804
1547	64268	18765
1548	64309	18724
1549	64347	18681
1550	64384	18638
1551	64426	18597
1552	64474	18557
1553	64510	18514
1554	64546	18471
1555	64583	18428
1556	64621	18386
1557	64662	18344
1558	64698	18301
1559	64735	18258
1560	64773	18216
1561	64811	18173
1562	64853	18132
1563	64889	18089
1564	64924	18046
1565	64963	18003
1566	65002	17961
1567	65046	17920
1568	65084	17878
1569	65120	17835
1570	65155	17792
1571	65215	17755
1572	65253	17713
1573	65293	17671
1574	65327	17627
1575	65362	17584
1576	65405	17543
1577	65442	17501
1578	65482	17459
1579	65518	17416
1580	65554	17373
1581	65596	17332
1582	65632	17289
1583	65667	17246
1584	65702	17202
1585	65745	17161
1586	65786	17120
1587	65833	17080
1588	65870	17037
1589	65906	16994
1590	65941	16951
1591	65986	16911
1592	66025	16868
1593	66061	16826
1594	66097	16783
1595	66133	16740
1596	66177	16699
1597	66215	16657
1598	66249	16614
1599	66286	16571
1600	66321	16528
1601	66366	16488
1602	66401	16445
1603	66451	16405
1604	66492	16364
1605	66531	16322
1606	66575	16281
1607	66612	16238
1608	66647	16195
1609	66681	16152
1610	66717	16109
1611	66760	16068
1612	66796	16026
1613	66835	15984
1614	66871	15941
1615	66907	15898
1616	66948	15857
1617	66987	15815
1618	67022	15772
1619	67070	15732
1620	67111	15691
1621	67153	15649
1622	67190	15607
1623	67227	15565
1624	67265	15522
1625	67304	15480
1626	67348	15440
1627	67387	15398
1628	67425	15356
1629	67460	15313
1630	67494	15270
1631	67537	15229
1632	67574	15186
1633	67609	15143
1634	67647	15101
1635	67683	15059
1636	67728	15018
1637	67766	14976
1638	67804	14934
1639	67856	14895
1640	67892	14852
1641	67929	14810
1642	67964	14767
1643	67998	14724
1644	68032	14681
1645	68077	14641
1646	68116	14599
1647	68153	14557
1648	68193	14515
1649	68229	14472
1650	68270	14431
1651	68308	14389
1652	68345	14347
1653	68384	14305
1654	68417	14262
1655	68463	14221
1656	68497	14178
1657	68533	14136
1658	68568	14093
1659	68611	14053
1660	68657	14012
1661	68692	13970
1662	68728	13927
1663	68764	13885
1664	68802	13843
1665	68846	13802
